scope,table,file,line,relevant
planes/neon,document.commitment_release_allocation,server/db/ddl/planes/neon/document/03_tables.sql,407,False
planes/neon,document.purchase_invoice,server/db/ddl/planes/neon/document/03_tables.sql,442,False
planes/neon,document.purchase_invoice_line,server/db/ddl/planes/neon/document/03_tables.sql,543,False
planes/neon,document.invoice_match_case,server/db/ddl/planes/neon/document/03_tables.sql,625,False
planes/neon,document.accounting_distribution,server/db/ddl/planes/neon/document/03_tables.sql,661,False
planes/neon,document.payment_term_application,server/db/ddl/planes/neon/document/03_tables.sql,717,False
planes/neon,document.payment_entry,server/db/ddl/planes/neon/document/03_tables.sql,796,False
planes/neon,document.payment_entry_allocation,server/db/ddl/planes/neon/document/03_tables.sql,881,False
planes/neon,document.journal_entry,server/db/ddl/planes/neon/document/03_tables.sql,933,False
planes/neon,document.journal_line,server/db/ddl/planes/neon/document/03_tables.sql,993,False
planes/neon,document.journal_line_reference,server/db/ddl/planes/neon/document/03_tables.sql,1049,False
planes/neon,document.purchase_requisition,server/db/ddl/planes/neon/document/03_tables.sql,1116,False
planes/neon,document.purchase_requisition_line,server/db/ddl/planes/neon/document/03_tables.sql,1173,False
planes/neon,document.purchase_order_confirmation,server/db/ddl/planes/neon/document/03_tables.sql,1240,False
planes/neon,document.purchase_order_confirmation_line,server/db/ddl/planes/neon/document/03_tables.sql,1281,False
planes/neon,document.delivery_note,server/db/ddl/planes/neon/document/03_tables.sql,1308,False
planes/neon,document.delivery_note_line,server/db/ddl/planes/neon/document/03_tables.sql,1362,False
planes/neon,document.receipt,server/db/ddl/planes/neon/document/03_tables.sql,1403,False
planes/neon,document.receipt_line,server/db/ddl/planes/neon/document/03_tables.sql,1459,False
planes/neon,document.service_sheet,server/db/ddl/planes/neon/document/03_tables.sql,1525,False
planes/neon,document.service_sheet_line,server/db/ddl/planes/neon/document/03_tables.sql,1582,False
planes/neon,document.pricing_component,server/db/ddl/planes/neon/document/03_tables.sql,1646,False
planes/neon,document.schedule_line,server/db/ddl/planes/neon/document/03_tables.sql,1751,False
planes/neon,document.catalog_import,server/db/ddl/planes/neon/document/03_tables.sql,1825,False
planes/neon,document.catalog_import_line,server/db/ddl/planes/neon/document/03_tables.sql,1874,False
planes/neon,document.punchout_cart,server/db/ddl/planes/neon/document/03_tables.sql,1966,False
planes/neon,document.punchout_cart_line,server/db/ddl/planes/neon/document/03_tables.sql,2007,False
planes/neon,document.production_order,server/db/ddl/planes/neon/document/03_tables.sql,2070,False
planes/neon,document.production_order_component,server/db/ddl/planes/neon/document/03_tables.sql,2131,False
planes/neon,document.sales_order,server/db/ddl/planes/neon/document/03_tables.sql,2182,False
planes/neon,document.sales_order_line,server/db/ddl/planes/neon/document/03_tables.sql,2218,False
planes/neon,document.stocktake,server/db/ddl/planes/neon/document/03_tables.sql,2265,False
planes/neon,document.stocktake_line,server/db/ddl/planes/neon/document/03_tables.sql,2306,False
planes/neon,document.sales_opportunity,server/db/ddl/planes/neon/document/03_tables.sql,2350,False
planes/neon,document.sales_opportunity_company,server/db/ddl/planes/neon/document/03_tables.sql,2391,False
planes/neon,document.sales_quotation,server/db/ddl/planes/neon/document/03_tables.sql,2411,False
planes/neon,document.sales_quotation_company,server/db/ddl/planes/neon/document/03_tables.sql,2450,False
planes/neon,document.sales_quotation_allocation,server/db/ddl/planes/neon/document/03_tables.sql,2470,False
planes/neon,document.sales_order_intercompany_fulfillment,server/db/ddl/planes/neon/document/03_tables.sql,2504,False
planes/neon,document.bank_statement,server/db/ddl/planes/neon/document/03_tables.sql,2544,False
planes/neon,document.bank_statement_line,server/db/ddl/planes/neon/document/03_tables.sql,2585,False
planes/neon,document.bank_recon_case,server/db/ddl/planes/neon/document/03_tables.sql,2620,False
planes/neon,document.bank_recon_case_line,server/db/ddl/planes/neon/document/03_tables.sql,2670,False
planes/neon,document.depreciation_run,server/db/ddl/planes/neon/document/03_tables.sql,2693,False
planes/neon,document.depreciation_run_line,server/db/ddl/planes/neon/document/03_tables.sql,2745,False
planes/neon,document.depreciation_schedule,server/db/ddl/planes/neon/document/03_tables.sql,2791,False
planes/neon,document.sourcing_event,server/db/ddl/planes/neon/document/03_tables.sql,2842,False
planes/neon,document.sourcing_event_company,server/db/ddl/planes/neon/document/03_tables.sql,2895,False
planes/neon,document.sourcing_event_demand,server/db/ddl/planes/neon/document/03_tables.sql,2917,False
planes/neon,document.sourcing_event_award,server/db/ddl/planes/neon/document/03_tables.sql,2952,False
planes/neon,document.sourcing_event_award_allocation,server/db/ddl/planes/neon/document/03_tables.sql,2990,False
planes/neon,document.sourcing_event_intercompany_allocation,server/db/ddl/planes/neon/document/03_tables.sql,3023,False
planes/neon,document.shift_assignment,server/db/ddl/planes/neon/document/03_tables.sql,3060,False
planes/neon,document.time_punch,server/db/ddl/planes/neon/document/03_tables.sql,3078,False
planes/neon,document.attendance_day,server/db/ddl/planes/neon/document/03_tables.sql,3094,False
planes/neon,document.attendance_adjustment_request,server/db/ddl/planes/neon/document/03_tables.sql,3114,False
planes/neon,document.compensation_change,server/db/ddl/planes/neon/document/03_tables.sql,3133,False
planes/neon,document.employee_tax_declaration,server/db/ddl/planes/neon/document/03_tables.sql,3157,False
planes/neon,document.employee_tax_declaration_line,server/db/ddl/planes/neon/document/03_tables.sql,3175,False
planes/neon,document.leave_request,server/db/ddl/planes/neon/document/03_tables.sql,3189,False
planes/neon,document.leave_balance_entry,server/db/ddl/planes/neon/document/03_tables.sql,3209,False
planes/neon,document.people_request,server/db/ddl/planes/neon/document/03_tables.sql,3224,False
planes/neon,document.workforce_request,server/db/ddl/planes/neon/document/03_tables.sql,3244,False
planes/neon,document.workforce_request_validation,server/db/ddl/planes/neon/document/03_tables.sql,3383,False
planes/neon,document.hr_case,server/db/ddl/planes/neon/document/03_tables.sql,3401,False
planes/neon,document.onboarding_case,server/db/ddl/planes/neon/document/03_tables.sql,3418,False
planes/neon,document.offboarding_case,server/db/ddl/planes/neon/document/03_tables.sql,3431,False
planes/neon,document.payroll_period,server/db/ddl/planes/neon/document/03_tables.sql,3444,False
planes/neon,document.payroll_run,server/db/ddl/planes/neon/document/03_tables.sql,3459,False
planes/neon,document.payroll_run_employee,server/db/ddl/planes/neon/document/03_tables.sql,3483,False
planes/neon,document.payroll_result,server/db/ddl/planes/neon/document/03_tables.sql,3496,False
planes/neon,document.payroll_result_line,server/db/ddl/planes/neon/document/03_tables.sql,3514,False
planes/neon,document.policy_acknowledgment,server/db/ddl/planes/neon/document/03_tables.sql,3530,False
planes/neon,document.project_task,server/db/ddl/planes/neon/document/03_tables.sql,3569,False
planes/neon,document.project_task_requirement,server/db/ddl/planes/neon/document/03_tables.sql,3623,False
planes/neon,document.budget_profile,server/db/ddl/planes/neon/document/03_tables.sql,3664,False
planes/neon,document.budget_allocation,server/db/ddl/planes/neon/document/03_tables.sql,3716,False
planes/neon,document.planning_scenario,server/db/ddl/planes/neon/document/03_tables.sql,3766,False
planes/neon,document.planning_scenario_line,server/db/ddl/planes/neon/document/03_tables.sql,3813,False
planes/neon,document.asset_transaction,server/db/ddl/planes/neon/document/03_tables.sql,3869,False
planes/neon,document.fx_revaluation_run,server/db/ddl/planes/neon/document/03_tables.sql,3902,False
planes/neon,document.intercompany_agreement,server/db/ddl/planes/neon/document/03_tables.sql,3932,False
planes/neon,document.intercompany_transaction,server/db/ddl/planes/neon/document/03_tables.sql,3967,False
planes/neon,document.ic_elimination,server/db/ddl/planes/neon/document/03_tables.sql,4003,False
planes/neon,document.match_exception,server/db/ddl/planes/neon/document/03_tables.sql,4039,False
planes/neon,document.netting_batch,server/db/ddl/planes/neon/document/03_tables.sql,4060,False
planes/neon,document.obligation_horizon,server/db/ddl/planes/neon/document/03_tables.sql,4095,False
planes/neon,document.payment_remittance_output,server/db/ddl/planes/neon/document/03_tables.sql,4131,False
planes/neon,document.payment_term_discount_result,server/db/ddl/planes/neon/document/03_tables.sql,4151,False
planes/neon,document.wht_certificate,server/db/ddl/planes/neon/document/03_tables.sql,4173,False
planes/neon,document.import_request,server/db/ddl/planes/neon/document/03_tables.sql,4198,False
planes/neon,document.import_request_chunk,server/db/ddl/planes/neon/document/03_tables.sql,4218,False
planes/neon,document.render_output,server/db/ddl/planes/neon/document/03_tables.sql,4273,False
planes/neon,document.user_profile_update_request,server/db/ddl/planes/neon/document/03_tables.sql,4310,False
planes/neon,document.multipart_upload_part,server/db/ddl/planes/neon/document/03_tables.sql,4347,False
planes/neon,document.business_partner_invitation,server/db/ddl/planes/neon/document/03_tables.sql,4371,True
planes/neon,document.workforce_iam_projection,server/db/ddl/planes/neon/document/03_tables.sql,4398,False
planes/neon,document.business_partner_request,server/db/ddl/planes/neon/document/03_tables.sql,4427,True
planes/neon,document.business_partner_request_evidence,server/db/ddl/planes/neon/document/03_tables.sql,4678,True
planes/neon,document.business_partner_request_validation,server/db/ddl/planes/neon/document/03_tables.sql,4717,True
planes/neon,document.business_partner_request_address,server/db/ddl/planes/neon/document/03_tables.sql,4757,True
planes/neon,document.business_partner_request_contact_person,server/db/ddl/planes/neon/document/03_tables.sql,4794,True
planes/neon,document.business_partner_request_contact_channel,server/db/ddl/planes/neon/document/03_tables.sql,4821,True
planes/neon,document.business_partner_request_identifier,server/db/ddl/planes/neon/document/03_tables.sql,4849,True
planes/neon,document.business_partner_request_tax_registration,server/db/ddl/planes/neon/document/03_tables.sql,4881,True
planes/neon,document.business_partner_request_classification,server/db/ddl/planes/neon/document/03_tables.sql,4910,True
planes/neon,document.business_partner_request_certification,server/db/ddl/planes/neon/document/03_tables.sql,4942,True
planes/neon,document.business_partner_request_materialization_item,server/db/ddl/planes/neon/document/03_tables.sql,4972,True
planes/neon,document.mesh_business_partner_match,server/db/ddl/planes/neon/document/03_tables.sql,5000,True
planes/neon,document.mesh_business_partner_acceptance,server/db/ddl/planes/neon/document/03_tables.sql,5033,True
planes/neon,document.mesh_business_partner_acceptance_event,server/db/ddl/planes/neon/document/03_tables.sql,5062,True
planes/neon,document.business_partner_bank_verification,server/db/ddl/planes/neon/document/03_tables.sql,5090,True
planes/neon,document.business_partner_duplicate_resolution,server/db/ddl/planes/neon/document/03_tables.sql,5135,True
planes/neon,document.supplier_activation_evidence,server/db/ddl/planes/neon/document/03_tables.sql,5153,True
planes/neon,document.business_partner_invitation_recovery,server/db/ddl/planes/neon/document/03_tables.sql,5171,True
planes/neon,document.workforce_requisition,server/db/ddl/planes/neon/document/03_tables.sql,5181,False
planes/neon,document.workforce_requisition_supplier,server/db/ddl/planes/neon/document/03_tables.sql,5212,False
planes/neon,document.external_candidate_submission,server/db/ddl/planes/neon/document/03_tables.sql,5228,False
planes/neon,document.external_candidate_evaluation,server/db/ddl/planes/neon/document/03_tables.sql,5249,False
planes/neon,document.contingent_work_order,server/db/ddl/planes/neon/document/03_tables.sql,5267,False
planes/neon,document.contingent_work_order_revision,server/db/ddl/planes/neon/document/03_tables.sql,5289,False
planes/neon,document.statement_of_work,server/db/ddl/planes/neon/document/03_tables.sql,5317,False
planes/neon,document.statement_of_work_revision,server/db/ddl/planes/neon/document/03_tables.sql,5339,False
planes/neon,document.statement_of_work_item,server/db/ddl/planes/neon/document/03_tables.sql,5366,False
planes/neon,document.worker_engagement,server/db/ddl/planes/neon/document/03_tables.sql,5389,False
planes/neon,document.worker_operational_placement,server/db/ddl/planes/neon/document/03_tables.sql,5427,False
planes/neon,document.worker_compliance_item,server/db/ddl/planes/neon/document/03_tables.sql,5446,False
planes/neon,document.engagement_onboarding_case,server/db/ddl/planes/neon/document/03_tables.sql,5466,False
planes/neon,document.external_time_sheet,server/db/ddl/planes/neon/document/03_tables.sql,5491,False
planes/neon,document.external_time_entry,server/db/ddl/planes/neon/document/03_tables.sql,5521,False
planes/neon,document.external_expense_sheet,server/db/ddl/planes/neon/document/03_tables.sql,5537,False
planes/neon,document.external_expense_item,server/db/ddl/planes/neon/document/03_tables.sql,5567,False
planes/neon,document.external_service_entry,server/db/ddl/planes/neon/document/03_tables.sql,5582,False
planes/neon,document.external_service_entry_line,server/db/ddl/planes/neon/document/03_tables.sql,5605,False
planes/neon,document.external_workforce_invoice_allocation,server/db/ddl/planes/neon/document/03_tables.sql,5620,False
planes/neon,document.service_sheet_source_allocation,server/db/ddl/planes/neon/document/03_tables.sql,5635,False
planes/neon,document.mesh_profile_change_resolution,server/db/ddl/planes/neon/document/03_tables.sql,5663,True
planes/neon,document.mesh_profile_change_case,server/db/ddl/planes/neon/document/03_tables.sql,5688,True
planes/neon,ledger.budget_transaction,server/db/ddl/planes/neon/ledger/03_tables.sql,1,False
planes/neon,ledger.budget_balance,server/db/ddl/planes/neon/ledger/03_tables.sql,50,False
planes/neon,ledger.planning_run,server/db/ddl/planes/neon/ledger/03_tables.sql,90,False
planes/neon,ledger.planning_output,server/db/ddl/planes/neon/ledger/03_tables.sql,139,False
planes/neon,ledger.book_period_status,server/db/ddl/planes/neon/ledger/03_tables.sql,189,False
planes/neon,ledger.cross_book_posting_execution,server/db/ddl/planes/neon/ledger/03_tables.sql,236,False
planes/neon,ledger.gl_balance,server/db/ddl/planes/neon/ledger/03_tables.sql,299,False
planes/neon,ledger.commitment_fulfillment,server/db/ddl/planes/neon/ledger/03_tables.sql,343,False
planes/neon,ledger.inventory_movement,server/db/ddl/planes/neon/ledger/03_tables.sql,392,False
planes/neon,ledger.inventory_balance,server/db/ddl/planes/neon/ledger/03_tables.sql,457,False
planes/neon,ledger.inventory_valuation_layer,server/db/ddl/planes/neon/ledger/03_tables.sql,495,False
planes/neon,ledger.tax_calculation,server/db/ddl/planes/neon/ledger/03_tables.sql,537,False
planes/neon,ledger.tax_credit_movement,server/db/ddl/planes/neon/ledger/03_tables.sql,612,False
planes/neon,ledger.asset_revaluation_reserve,server/db/ddl/planes/neon/ledger/03_tables.sql,643,False
planes/neon,ledger.fx_revaluation_line,server/db/ddl/planes/neon/ledger/03_tables.sql,691,False
planes/neon,ledger.ic_elimination_line,server/db/ddl/planes/neon/ledger/03_tables.sql,736,False
planes/neon,master.legal_entity,server/db/ddl/planes/neon/master/03_tables.sql,6,False
planes/neon,master.company_code,server/db/ddl/planes/neon/master/03_tables.sql,71,False
planes/neon,master.tax_jurisdiction,server/db/ddl/planes/neon/master/03_tables.sql,115,True
planes/neon,master.condition_type,server/db/ddl/planes/neon/master/03_tables.sql,186,False
planes/neon,master.tax_type,server/db/ddl/planes/neon/master/03_tables.sql,298,True
planes/neon,master.organization_tax_registration,server/db/ddl/planes/neon/master/03_tables.sql,344,False
planes/neon,master.operating_organization,server/db/ddl/planes/neon/master/03_tables.sql,384,False
planes/neon,master.procurement_organization_profile,server/db/ddl/planes/neon/master/03_tables.sql,427,False
planes/neon,master.sales_organization_profile,server/db/ddl/planes/neon/master/03_tables.sql,450,False
planes/neon,master.operating_organization_company_assignment,server/db/ddl/planes/neon/master/03_tables.sql,474,False
planes/neon,master.org_unit,server/db/ddl/planes/neon/master/03_tables.sql,505,False
planes/neon,master.profit_center,server/db/ddl/planes/neon/master/03_tables.sql,549,False
planes/neon,master.cost_center,server/db/ddl/planes/neon/master/03_tables.sql,600,False
planes/neon,master.dimension_type,server/db/ddl/planes/neon/master/03_tables.sql,653,False
planes/neon,master.dimension_value,server/db/ddl/planes/neon/master/03_tables.sql,694,False
planes/neon,master.dimension_set,server/db/ddl/planes/neon/master/03_tables.sql,743,False
planes/neon,master.dimension_set_item,server/db/ddl/planes/neon/master/03_tables.sql,761,False
planes/neon,master.accounting_profile,server/db/ddl/planes/neon/master/03_tables.sql,780,False
planes/neon,master.chart_of_account,server/db/ddl/planes/neon/master/03_tables.sql,823,False
planes/neon,master.gl_account,server/db/ddl/planes/neon/master/03_tables.sql,859,False
planes/neon,master.ledger_book,server/db/ddl/planes/neon/master/03_tables.sql,917,False
planes/neon,master.company_code_chart_assignment,server/db/ddl/planes/neon/master/03_tables.sql,962,False
planes/neon,master.company_code_book_assignment,server/db/ddl/planes/neon/master/03_tables.sql,994,False
planes/neon,master.fiscal_period,server/db/ddl/planes/neon/master/03_tables.sql,1033,False
planes/neon,master.fx_rate,server/db/ddl/planes/neon/master/03_tables.sql,1113,False
planes/neon,master.company_code_dimension_default,server/db/ddl/planes/neon/master/03_tables.sql,1159,False
planes/neon,master.company_code_gl_account,server/db/ddl/planes/neon/master/03_tables.sql,1192,False
planes/neon,master.bank_provisional_reference,server/db/ddl/planes/neon/master/03_tables.sql,1245,True
planes/neon,master.bank_account,server/db/ddl/planes/neon/master/03_tables.sql,1261,True
planes/neon,master.bank_account_link,server/db/ddl/planes/neon/master/03_tables.sql,1364,True
planes/neon,master.bank_account_house_config,server/db/ddl/planes/neon/master/03_tables.sql,1420,True
planes/neon,master.payment_method,server/db/ddl/planes/neon/master/03_tables.sql,1471,False
planes/neon,master.payment_term,server/db/ddl/planes/neon/master/03_tables.sql,1535,False
planes/neon,master.payment_term_clause,server/db/ddl/planes/neon/master/03_tables.sql,1621,False
planes/neon,master.payment_term_discount_tier,server/db/ddl/planes/neon/master/03_tables.sql,1800,False
planes/neon,master.business_partner,server/db/ddl/planes/neon/master/03_tables.sql,1856,True
planes/neon,master.supplier,server/db/ddl/planes/neon/master/03_tables.sql,1947,True
planes/neon,master.customer,server/db/ddl/planes/neon/master/03_tables.sql,1987,True
planes/neon,master.business_partner_alias,server/db/ddl/planes/neon/master/03_tables.sql,2025,True
planes/neon,master.asset_class,server/db/ddl/planes/neon/master/03_tables.sql,2078,False
planes/neon,master.asset,server/db/ddl/planes/neon/master/03_tables.sql,2121,False
planes/neon,master.asset_book,server/db/ddl/planes/neon/master/03_tables.sql,2188,False
planes/neon,master.asset_component,server/db/ddl/planes/neon/master/03_tables.sql,2239,False
planes/neon,master.asset_assignment_history,server/db/ddl/planes/neon/master/03_tables.sql,2282,False
planes/neon,master.business_intent,server/db/ddl/planes/neon/master/03_tables.sql,2337,False
planes/neon,master.person,server/db/ddl/planes/neon/master/03_tables.sql,2369,False
planes/neon,master.person_sensitive_profile,server/db/ddl/planes/neon/master/03_tables.sql,2413,False
planes/neon,master.site,server/db/ddl/planes/neon/master/03_tables.sql,2451,False
planes/neon,master.career_band,server/db/ddl/planes/neon/master/03_tables.sql,2499,False
planes/neon,master.career_level,server/db/ddl/planes/neon/master/03_tables.sql,2519,False
planes/neon,master.designation,server/db/ddl/planes/neon/master/03_tables.sql,2542,False
planes/neon,master.job_family,server/db/ddl/planes/neon/master/03_tables.sql,2562,False
planes/neon,master.job_function,server/db/ddl/planes/neon/master/03_tables.sql,2582,False
planes/neon,master.pay_grade,server/db/ddl/planes/neon/master/03_tables.sql,2603,False
planes/neon,master.job,server/db/ddl/planes/neon/master/03_tables.sql,2639,False
planes/neon,master.holiday_calendar,server/db/ddl/planes/neon/master/03_tables.sql,2666,False
planes/neon,master.holiday_calendar_day,server/db/ddl/planes/neon/master/03_tables.sql,2709,False
planes/neon,master.shift_type,server/db/ddl/planes/neon/master/03_tables.sql,2738,False
planes/neon,master.work_pattern,server/db/ddl/planes/neon/master/03_tables.sql,2764,False
planes/neon,master.work_pattern_day,server/db/ddl/planes/neon/master/03_tables.sql,2792,False
planes/neon,master.pay_component,server/db/ddl/planes/neon/master/03_tables.sql,2827,False
planes/neon,master.pay_group,server/db/ddl/planes/neon/master/03_tables.sql,2858,False
planes/neon,master.pay_structure,server/db/ddl/planes/neon/master/03_tables.sql,2885,False
planes/neon,master.pay_structure_line,server/db/ddl/planes/neon/master/03_tables.sql,2910,False
planes/neon,master.statutory_scheme,server/db/ddl/planes/neon/master/03_tables.sql,2933,False
planes/neon,master.leave_type,server/db/ddl/planes/neon/master/03_tables.sql,2959,False
planes/neon,master.leave_plan,server/db/ddl/planes/neon/master/03_tables.sql,2983,False
planes/neon,master.leave_plan_rule,server/db/ddl/planes/neon/master/03_tables.sql,3016,False
planes/neon,master.position,server/db/ddl/planes/neon/master/03_tables.sql,3045,False
planes/neon,master.employee,server/db/ddl/planes/neon/master/03_tables.sql,3082,False
planes/neon,master.employment,server/db/ddl/planes/neon/master/03_tables.sql,3131,False
planes/neon,master.work_assignment,server/db/ddl/planes/neon/master/03_tables.sql,3180,False
planes/neon,master.external_worker,server/db/ddl/planes/neon/master/03_tables.sql,3230,False
planes/neon,master.employee_leave_enrollment,server/db/ddl/planes/neon/master/03_tables.sql,3266,False
planes/neon,master.employee_statutory_enrollment,server/db/ddl/planes/neon/master/03_tables.sql,3290,False
planes/neon,master.warehouse,server/db/ddl/planes/neon/master/03_tables.sql,3315,False
planes/neon,master.risk_dimension,server/db/ddl/planes/neon/master/03_tables.sql,3360,False
planes/neon,master.risk_driver_registry,server/db/ddl/planes/neon/master/03_tables.sql,3394,False
planes/neon,master.risk_model,server/db/ddl/planes/neon/master/03_tables.sql,3416,False
planes/neon,master.risk_model_dimension,server/db/ddl/planes/neon/master/03_tables.sql,3459,False
planes/neon,master.risk_source,server/db/ddl/planes/neon/master/03_tables.sql,3478,False
planes/neon,master.party_risk_assessment,server/db/ddl/planes/neon/master/03_tables.sql,3511,False
planes/neon,master.party_risk_dimension_score,server/db/ddl/planes/neon/master/03_tables.sql,3596,False
planes/neon,master.party_risk_evidence,server/db/ddl/planes/neon/master/03_tables.sql,3631,True
planes/neon,master.party_risk_driver,server/db/ddl/planes/neon/master/03_tables.sql,3698,False
planes/neon,master.party_risk_mitigation,server/db/ddl/planes/neon/master/03_tables.sql,3733,False
planes/neon,master.party_risk_review_event,server/db/ddl/planes/neon/master/03_tables.sql,3784,False
planes/neon,master.commodity_category,server/db/ddl/planes/neon/master/03_tables.sql,3832,True
planes/neon,master.product,server/db/ddl/planes/neon/master/03_tables.sql,3871,False
planes/neon,master.item,server/db/ddl/planes/neon/master/03_tables.sql,3909,False
planes/neon,master.commodity_code_assignment,server/db/ddl/planes/neon/master/03_tables.sql,3960,False
planes/neon,master.catalog,server/db/ddl/planes/neon/master/03_tables.sql,4020,False
planes/neon,master.catalog_item,server/db/ddl/planes/neon/master/03_tables.sql,4094,False
planes/neon,master.catalog_price,server/db/ddl/planes/neon/master/03_tables.sql,4143,False
planes/neon,master.bom,server/db/ddl/planes/neon/master/03_tables.sql,4192,False
planes/neon,master.bom_component,server/db/ddl/planes/neon/master/03_tables.sql,4232,False
planes/neon,master.project,server/db/ddl/planes/neon/master/03_tables.sql,4285,False
planes/neon,master.project_wbs,server/db/ddl/planes/neon/master/03_tables.sql,4334,False
planes/neon,master.project_item,server/db/ddl/planes/neon/master/03_tables.sql,4380,False
planes/neon,master.compensation_assignment,server/db/ddl/planes/neon/master/03_tables.sql,4433,False
planes/neon,master.business_partner_relationship,server/db/ddl/planes/neon/master/03_tables.sql,4471,True
planes/neon,master.business_partner_governance_relation,server/db/ddl/planes/neon/master/03_tables.sql,4513,True
planes/neon,master.business_partner_identifier,server/db/ddl/planes/neon/master/03_tables.sql,4565,True
planes/neon,master.business_partner_tax_registration,server/db/ddl/planes/neon/master/03_tables.sql,4607,True
planes/neon,master.business_partner_commodity_capability,server/db/ddl/planes/neon/master/03_tables.sql,4650,True
planes/neon,master.business_partner_industry_classification,server/db/ddl/planes/neon/master/03_tables.sql,4681,True
planes/neon,master.business_partner_operating_organization_assignment,server/db/ddl/planes/neon/master/03_tables.sql,4734,True
planes/neon,master.company_code_supplier_profile,server/db/ddl/planes/neon/master/03_tables.sql,4764,True
planes/neon,master.company_code_customer_profile,server/db/ddl/planes/neon/master/03_tables.sql,4799,True
planes/neon,master.legal_entity_internal_partner_link,server/db/ddl/planes/neon/master/03_tables.sql,4837,False
planes/neon,master.intercompany_trading_pair,server/db/ddl/planes/neon/master/03_tables.sql,4870,False
planes/neon,master.contact_person_identity_link,server/db/ddl/planes/neon/master/03_tables.sql,4913,False
planes/neon,master.certification_type,server/db/ddl/planes/neon/master/03_tables.sql,4933,True
planes/neon,master.certification,server/db/ddl/planes/neon/master/03_tables.sql,4957,True
planes/neon,master.organization_amendment,server/db/ddl/planes/neon/master/03_tables.sql,4998,False
planes/neon,master.bank_account_usage,server/db/ddl/planes/neon/master/15_bank_account_company_usage.sql,2,True
planes/neon,master.bank_account_company_usage,server/db/ddl/planes/neon/master/15_bank_account_company_usage.sql,10,True
planes/neon,snapshot.template_version,server/db/ddl/planes/neon/snapshot/03_tables.sql,1,False
planes/neon,snapshot.content_item_version,server/db/ddl/planes/neon/snapshot/03_tables.sql,64,False
planes/neon,snapshot.bom,server/db/ddl/planes/neon/snapshot/03_tables.sql,98,False
planes/neon,snapshot.bom_component,server/db/ddl/planes/neon/snapshot/03_tables.sql,142,False
planes/neon,snapshot.mesh_business_partner_profile_received,server/db/ddl/planes/neon/snapshot/03_tables.sql,184,True
planes/neon,snapshot.mesh_bank_account_disclosure_received,server/db/ddl/planes/neon/snapshot/03_tables.sql,217,True
planes/studio,ai.atlas_support_session,server/db/ddl/planes/studio/ai/03_tables.sql,5,False
planes/studio,ai.atlas_learning_inbox,server/db/ddl/planes/studio/ai/03_tables.sql,32,False
planes/studio,ai.atlas_learning_candidate_event,server/db/ddl/planes/studio/ai/03_tables.sql,53,False
planes/studio,control.subscription_plan,server/db/ddl/planes/studio/control/03_tables.sql,4,False
planes/studio,control.owner_type,server/db/ddl/planes/studio/control/03_tables.sql,40,False
planes/studio,control.owner_type_purpose,server/db/ddl/planes/studio/control/03_tables.sql,121,False
planes/studio,control.workflow_sla_policy,server/db/ddl/planes/studio/control/03_tables.sql,141,False
planes/studio,control.bank_format_rule,server/db/ddl/planes/studio/control/03_tables.sql,192,True
planes/studio,document.comment_revision,server/db/ddl/planes/studio/document/03_tables.sql,16,False
planes/studio,document.comment_moderation_flag,server/db/ddl/planes/studio/document/03_tables.sql,41,False
planes/studio,document.conversation,server/db/ddl/planes/studio/document/03_tables.sql,72,False
planes/studio,document.conversation_participant,server/db/ddl/planes/studio/document/03_tables.sql,111,False
planes/studio,document.multipart_upload,server/db/ddl/planes/studio/document/03_tables.sql,144,False
planes/studio,document.multipart_upload_part,server/db/ddl/planes/studio/document/03_tables.sql,218,False
planes/studio,master.canonical_party,server/db/ddl/planes/studio/master/03_tables.sql,1,False
planes/studio,master.canonical_party_identifier,server/db/ddl/planes/studio/master/03_tables.sql,21,False
planes/studio,master.canonical_party_relationship,server/db/ddl/planes/studio/master/03_tables.sql,40,False
planes/studio,master.canonical_party_merge,server/db/ddl/planes/studio/master/03_tables.sql,58,False
planes/studio,metadata.entity,server/db/ddl/planes/studio/metadata/03_tables.sql,3,False
planes/studio,metadata.entity_change_set,server/db/ddl/planes/studio/metadata/03_tables.sql,42,False
planes/studio,metadata.entity_release,server/db/ddl/planes/studio/metadata/03_tables.sql,155,False
planes/studio,metadata.entity_class_profile,server/db/ddl/planes/studio/metadata/03_tables.sql,256,False
planes/studio,metadata.entity_runtime_profile,server/db/ddl/planes/studio/metadata/03_tables.sql,281,False
planes/studio,metadata.entity_field,server/db/ddl/planes/studio/metadata/03_tables.sql,378,True
planes/studio,metadata.entity_key,server/db/ddl/planes/studio/metadata/03_tables.sql,468,False
planes/studio,metadata.entity_key_field,server/db/ddl/planes/studio/metadata/03_tables.sql,514,False
planes/studio,metadata.entity_search_profile,server/db/ddl/planes/studio/metadata/03_tables.sql,539,False
planes/studio,metadata.entity_search_field,server/db/ddl/planes/studio/metadata/03_tables.sql,592,False
planes/studio,metadata.entity_relation,server/db/ddl/planes/studio/metadata/03_tables.sql,620,False
planes/studio,metadata.entity_relation_target,server/db/ddl/planes/studio/metadata/03_tables.sql,683,False
planes/studio,metadata.entity_relation_field,server/db/ddl/planes/studio/metadata/03_tables.sql,718,False
planes/studio,metadata.entity_surface,server/db/ddl/planes/studio/metadata/03_tables.sql,755,True
planes/studio,metadata.entity_surface_section,server/db/ddl/planes/studio/metadata/03_tables.sql,791,True
